Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Brozek-Mucha Z.","6602161516;","Chemical and morphological study of gunshot residue persisting on the shooter by means of scanning electron microscopy and energy dispersive X-ray spectrometry",2011,"Microscopy and Microanalysis","17","6",,"972","982",,27,"10.1017/S1431927611012141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055166007&doi=10.1017%2fS1431927611012141&partnerID=40&md5=e98cedf3605ff58d8fbad29102f50436","Institute of Forensic Research, Westerplatte St. 9, 33-031 Krakow, Poland; Faculty of Chemistry, Jagiellonian University, Ingardena St. 3, 30-060 Krakow, Poland","Brozek-Mucha, Z., Institute of Forensic Research, Westerplatte St. 9, 33-031 Krakow, Poland, Faculty of Chemistry, Jagiellonian University, Ingardena St. 3, 30-060 Krakow, Poland","criminalistics; elemental analysis; forensic science; gunshot residue; persistence of particles on the shooting person; SEM-EDX","antimony; barium; lead; article; chemistry; clothing; dust; face; firearm; forensic medicine; hair; half life time; hand; human; methodology; particle size; scanning electron microscopy; spectrometry; Antimony; Barium; Clothing; Dust; Face; Firearms; Forensic Medicine; Hair; Half-Life; Hand; Humans; Lead; Microscopy, Electron, Scanning; Particle Size; Spectrometry, X-Ray Emission",Article,"Final",,Scopus,2-s2.0-82055166007
"Kieser J.A., Tahere J., Agnew C., Kieser D.C., Duncan W., Swain M.V., Reeves M.T.","35563406800;37105061500;38860950400;23990845700;56559449200;7201800664;55420305400;","Morphoscopic analysis of experimentally produced bony wounds from low-velocity ballistic impact",2011,"Forensic Science, Medicine, and Pathology","7","4",,"322","332",,11,"10.1007/s12024-011-9240-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053305621&doi=10.1007%2fs12024-011-9240-y&partnerID=40&md5=425cd64c1aa90046ef3bfb6d9c77e32e","Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago, PO Box 647, Dunedin 9016, New Zealand; Department of Orthopaedic Surgery, Dunedin School of Medicine, University of Otago, Dunedin, New Zealand; Department of Physics, University of Otago, Dunedin, New Zealand","Kieser, J.A., Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago, PO Box 647, Dunedin 9016, New Zealand; Tahere, J., Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago, PO Box 647, Dunedin 9016, New Zealand; Agnew, C., Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago, PO Box 647, Dunedin 9016, New Zealand; Kieser, D.C., Department of Orthopaedic Surgery, Dunedin School of Medicine, University of Otago, Dunedin, New Zealand; Duncan, W., Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago, PO Box 647, Dunedin 9016, New Zealand; Swain, M.V., Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago, PO Box 647, Dunedin 9016, New Zealand; Reeves, M.T., Department of Physics, University of Otago, Dunedin, New Zealand","Ballistics; Forensic science; Gunshot; Trauma; Wounding","calcium; carbon; lead; phosphate; animal; animal model; article; ballistics; electron tomography; gunshot injury; Haversian canal; injury; kinetics; microscopy; pathology; periosteum; rib; rib fracture; scanning electron microscopy; swine; ultrastructure; Animals; Calcium; Carbon; Electron Microscope Tomography; Forensic Ballistics; Haversian System; Kinetics; Lead; Microscopy; Microscopy, Electron, Scanning; Models, Animal; Periosteum; Phosphates; Rib Fractures; Ribs; Swine; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-80053305621
"Romão W., Schwab N.V., Bueno M.I.M.S., Sparrapan R., Eberlin M.N., Martiny A., Sabino B.D., Maldaner A.O.","57198083811;56587687700;7102774264;6603609993;7005119089;36964991000;24077242500;36883383800;","Forensic chemistry: Perspective of new analytical methods applied to documentoscopy, ballistic and drugs of abuse [Química forense: Perspectivas sobre novos métodos analíticos aplicados à documentoscopia, balística e drogas de abuso]",2011,"Quimica Nova","34","10",,"1717","1728",,25,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555191218&partnerID=40&md5=f7d398a7fbe3af9be56119f06f332240","Departamento de Química Analítica, Instituto de Química, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP, Brazil; Departamento de Química Orgânica, Instituto de Química, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP, Brazil; Instituto Nacional de Metrologia, Normalização e Qualidade Industrial, Av. N. Sra. das Graças, 50, 25250-020 Duque de Caxias - RJ, Brazil; Instituto de Criminalística Carlos éboli, R. Pedro I, 28, 20060-050 Rio de Janeiro - RJ, Brazil; Polícia Federal Brasileira, Ministério da Justiça, Instituto Nacional de Criminalística, 70610-200 Brasília - DF, Brazil","Romão, W., Departamento de Química Analítica, Instituto de Química, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP, Brazil; Schwab, N.V., Departamento de Química Analítica, Instituto de Química, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP, Brazil; Bueno, M.I.M.S., Departamento de Química Analítica, Instituto de Química, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP, Brazil; Sparrapan, R., Departamento de Química Orgânica, Instituto de Química, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP, Brazil; Eberlin, M.N., Departamento de Química Orgânica, Instituto de Química, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP, Brazil; Martiny, A., Instituto Nacional de Metrologia, Normalização e Qualidade Industrial, Av. N. Sra. das Graças, 50, 25250-020 Duque de Caxias - RJ, Brazil; Sabino, B.D., Instituto Nacional de Metrologia, Normalização e Qualidade Industrial, Av. N. Sra. das Graças, 50, 25250-020 Duque de Caxias - RJ, Brazil, Instituto de Criminalística Carlos éboli, R. Pedro I, 28, 20060-050 Rio de Janeiro - RJ, Brazil; Maldaner, A.O., Polícia Federal Brasileira, Ministério da Justiça, Instituto Nacional de Criminalística, 70610-200 Brasília - DF, Brazil","Ballistic; Documentoscopy; Drugs of abuse",,Article,"Final",,Scopus,2-s2.0-84555191218
"Celbis O., Karakoc Y., Ozdemir B., Gulyasar T., Cakina S.","56253471900;6701758005;12040388300;6508253764;34879364500;","Investigation of lead mobilization from the buckshot residues to the critical organs",2011,"Biological Trace Element Research","143","2",,"688","694",,6,"10.1007/s12011-010-8907-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054739816&doi=10.1007%2fs12011-010-8907-7&partnerID=40&md5=1915bc93688a7e51a7805985231654c6","Department of Forensic Medicine, Inonu University, Faculty of Medicine, Malatya 44280, Turkey; Department of Biophysics, Inonu University, Faculty of Medicine, Malatya, Turkey; Department of Biophysics, Trakya University, Faculty of Medicine, Edirne, Turkey","Celbis, O., Department of Forensic Medicine, Inonu University, Faculty of Medicine, Malatya 44280, Turkey; Karakoc, Y., Department of Biophysics, Inonu University, Faculty of Medicine, Malatya, Turkey; Ozdemir, B., Department of Forensic Medicine, Inonu University, Faculty of Medicine, Malatya 44280, Turkey; Gulyasar, T., Department of Biophysics, Trakya University, Faculty of Medicine, Edirne, Turkey; Cakina, S., Department of Biophysics, Trakya University, Faculty of Medicine, Edirne, Turkey","Critical organs; Forensic science; Gunshot; Lead toxicity; Trace element interaction","copper; iron; lead; zinc; abdomen; animal experiment; animal tissue; article; brain; controlled study; gunshot injury; heart; kidney; lead blood level; liver; nonhuman; rat; skeletal muscle; tissue distribution; Animals; Brain; Kidney; Lead; Liver; Random Allocation; Rats; Rats, Wistar; Wounds, Gunshot; Animalia; Rattus",Article,"Final",,Scopus,2-s2.0-80054739816
"Charles S., Nys B., Geusens N.","57197281468;35080922200;34978537600;","Primer composition and memory effect of weapons-Some trends from a systematic approach in casework",2011,"Forensic Science International","212","1-3",,"22","26",,23,"10.1016/j.forsciint.2011.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80955177082&doi=10.1016%2fj.forsciint.2011.05.001&partnerID=40&md5=7df89382350f9010ce36ddc325aea1b9","Institut National de Criminalistique et Criminologie, Chaussée de Vilvorde 100, B-1120 Bruxelles, Belgium","Charles, S., Institut National de Criminalistique et Criminologie, Chaussée de Vilvorde 100, B-1120 Bruxelles, Belgium; Nys, B., Institut National de Criminalistique et Criminologie, Chaussée de Vilvorde 100, B-1120 Bruxelles, Belgium; Geusens, N., Institut National de Criminalistique et Criminologie, Chaussée de Vilvorde 100, B-1120 Bruxelles, Belgium","Ammunition; Cartridge case; Gunshot residue; Memory effect; Primer; Test firings","antimony; barium; lead; article; chemical analysis; chemical composition; forensic science; priority journal; weapon; Antimony; Barium; Databases, Factual; Firearms; Forensic Medicine; Humans; Microscopy, Electron, Scanning; Sensitivity and Specificity; Skin; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-80955177082
"Udey R.N., Hunter B.C., Smith R.W.","14020794700;49863581100;7006383201;","Differentiation of Bullet Type Based on the Analysis of Gunshot Residue Using Inductively Coupled Plasma Mass Spectrometry",2011,"Journal of Forensic Sciences","56","5",,"1268","1276",,21,"10.1111/j.1556-4029.2011.01836.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052508389&doi=10.1111%2fj.1556-4029.2011.01836.x&partnerID=40&md5=cc5e6b7ba47b9f98a83bcc87836ed8e4","Forensic Science Program, School of Criminal Justice, Michigan State University, 560 Baker Hall, East Lansing, MI 48824, United States; Department of Chemistry, Michigan State University, East Lansing, MI 48824, United States; Genesee County Medical Examiner's Office, 630 S Saginaw St., Flint, MI 48502, United States","Udey, R.N., Forensic Science Program, School of Criminal Justice, Michigan State University, 560 Baker Hall, East Lansing, MI 48824, United States, Department of Chemistry, Michigan State University, East Lansing, MI 48824, United States; Hunter, B.C., Genesee County Medical Examiner's Office, 630 S Saginaw St., Flint, MI 48502, United States; Smith, R.W., Forensic Science Program, School of Criminal Justice, Michigan State University, 560 Baker Hall, East Lansing, MI 48824, United States","Decomposition; Firearms; Forensic science; Gunshot residue; Inductively coupled plasma mass spectrometry; Microwave digestion; Trace elements",,Article,"Final",,Scopus,2-s2.0-80052508389
"Poppa P., Porta D., Gibelli D., Mazzucchi A., Brandone A., Grandi M., Cattaneo C.","22836584100;23051551700;26532520200;23486083300;6508288785;7005139787;55157912300;","Detection of blunt, sharp force and gunshot lesions on burnt remains a cautionary note",2011,"American Journal of Forensic Medicine and Pathology","32","3",,"275","279",,14,"10.1097/PAF.0b013e3182198761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053592950&doi=10.1097%2fPAF.0b013e3182198761&partnerID=40&md5=0eff368ecd064693b8e1135b6e34d1c4","LABANOF, Laboratorio di Antropologia Ed Odontologia Forense, Università Degli Studi di Milano, via Mangiagalli 37, 20133 Milano, Italy; Dipartimento di Chimica, Università di Pavia, Pavia, Italy","Poppa, P., LABANOF, Laboratorio di Antropologia Ed Odontologia Forense, Università Degli Studi di Milano, via Mangiagalli 37, 20133 Milano, Italy; Porta, D., LABANOF, Laboratorio di Antropologia Ed Odontologia Forense, Università Degli Studi di Milano, via Mangiagalli 37, 20133 Milano, Italy; Gibelli, D., LABANOF, Laboratorio di Antropologia Ed Odontologia Forense, Università Degli Studi di Milano, via Mangiagalli 37, 20133 Milano, Italy; Mazzucchi, A., LABANOF, Laboratorio di Antropologia Ed Odontologia Forense, Università Degli Studi di Milano, via Mangiagalli 37, 20133 Milano, Italy; Brandone, A., Dipartimento di Chimica, Università di Pavia, Pavia, Italy; Grandi, M., LABANOF, Laboratorio di Antropologia Ed Odontologia Forense, Università Degli Studi di Milano, via Mangiagalli 37, 20133 Milano, Italy; Cattaneo, C., LABANOF, Laboratorio di Antropologia Ed Odontologia Forense, Università Degli Studi di Milano, via Mangiagalli 37, 20133 Milano, Italy","Blunt trauma; Carbonization; Forensic anthropology; Forensic pathology; Gunshot wounds; NAA; Sharp force lesion","antimony; animal; animal model; article; blunt trauma; burn; forensic pathology; gunshot injury; injury; pathology; skull; soft tissue injury; stab wound; swine; weapon; Animals; Antimony; Burns; Forensic Pathology; Models, Animal; Skull; Soft Tissue Injuries; Swine; Weapons; Wounds, Gunshot; Wounds, Nonpenetrating; Wounds, Stab",Article,"Final",,Scopus,2-s2.0-80053592950
"Erden S., Durmus Z., Kiliç E.","10141981800;56254335600;7006065730;","Simultaneous Determination of Antimony and Lead in Gunshot Residue by Cathodic Adsorptive Stripping Voltammetric Methods",2011,"Electroanalysis","23","8",,"1967","1974",,17,"10.1002/elan.201000612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961062181&doi=10.1002%2felan.201000612&partnerID=40&md5=e2f7b17be59a339fb98582c13b7be398","Ankara Police, Forensic Laboratory, Ankara, Turkey; Ankara University, Faculty of Science, Chemistry Department, 06100 Ankara, Turkey","Erden, S., Ankara Police, Forensic Laboratory, Ankara, Turkey; Durmus, Z., Ankara University, Faculty of Science, Chemistry Department, 06100 Ankara, Turkey; Kiliç, E., Ankara University, Faculty of Science, Chemistry Department, 06100 Ankara, Turkey","Antimony; Gunshot residues; Lead; Stripping voltammetry",,Article,"Final",,Scopus,2-s2.0-79961062181
"Trimpe M.A.","8273298800;","Scientific Working Group on Gunshot Residue (SWGGSR): A progress report",2011,"Proceedings of SPIE - The International Society for Optical Engineering","8036",, 803606,"","",,,"10.1117/12.887503","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960395558&doi=10.1117%2f12.887503&partnerID=40&md5=e1475a6c0f49694cb520df7376526c88","Hamilton County Coroner's Laboratory, 3159 Eden Ave., Cincinnati, OH 45219, United States","Trimpe, M.A., Hamilton County Coroner's Laboratory, 3159 Eden Ave., Cincinnati, OH 45219, United States","ASTM E-1588; GSR; Gunshot residue; SWGGSR","ASTM E-1588; Constant contact; Federal governments; Forensic science; GSR; Gunshot residue; National Institute of Justice; Progress report; SWGGSR; Working groups; X ray spectrometry; Scanning; Scheduling; Security systems; Mobile telecommunication systems",Conference Paper,"Final",,Scopus,2-s2.0-79960395558
[No author name available],[No author id available],"Scanning Microscopies 2011: Advanced Microscopy Technologies for Defense, Homeland Security, Forensic, Life, Environmental, and Industrial Sciences",2011,"Proceedings of SPIE - The International Society for Optical Engineering","8036",,,"","",246,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960406197&partnerID=40&md5=61325d6f42c7596f66b9f57217a70dc6",,"",,,Conference Review,"Final",,Scopus,2-s2.0-79960406197
"Wyatt J.M.","57197291589;","Analysis of particles produced during airbag deployment by scanning electron microscopy with energy dispersive X-ray spectroscopy and their deposition on surrounding surfaces - A mid-research summary",2011,"Proceedings of SPIE - The International Society for Optical Engineering","8036",, 803604,"","",,1,"10.1117/12.883409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960383833&doi=10.1117%2f12.883409&partnerID=40&md5=121d66c4e4ef7f88c636e7d641287f3c","United States Army Criminal Investigation Laboratory, 4930 North 31st Street, Forest Park, GA 30297-5205, United States","Wyatt, J.M., United States Army Criminal Investigation Laboratory, 4930 North 31st Street, Forest Park, GA 30297-5205, United States","Airbag; Forensic science; Particle deposition; SEM/EDS; Side-impact airbag; Trace evidence","Airbag; Forensic science; Particle deposition; SEM/EDS; Side-impact airbag; Trace evidences; Barium; Engineering research; Industrial research; Measurement theory; Scanning electron microscopy; Security systems; X ray spectroscopy; Automobile air bags",Conference Paper,"Final",,Scopus,2-s2.0-79960383833
"Kotrlý M., Turková I.","56319424700;35086846200;","Application possibilities of several modern methods of microscopy and microanalysis in forensic science field",2011,"Proceedings of SPIE - The International Society for Optical Engineering","8036",, 803608,"","",,3,"10.1117/12.887850","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960419864&doi=10.1117%2f12.887850&partnerID=40&md5=a3777354822dab6f731d3fa682f1ec84","Institute of Criminalistics Prague, Strojnická 27, 170 89 Praha 7, Czech Republic","Kotrlý, M., Institute of Criminalistics Prague, Strojnická 27, 170 89 Praha 7, Czech Republic; Turková, I., Institute of Criminalistics Prague, Strojnická 27, 170 89 Praha 7, Czech Republic","Forensic science; FTIR; Microanalysis; Optical microscopy; Sample preparation; SEM/EDS","Forensic science; FTIR; Gunshot residue; Inhomogeneities; Inorganic analysis; Metal materials; Non destructive; Sample preparation; SEM/EDS; Single crystal silicon; Technical analysis; Transmission mode; X ray microdiffraction; Optical data storage; Optical microscopy; Security systems; Spheres; X ray diffraction; Microanalysis",Conference Paper,"Final",,Scopus,2-s2.0-79960419864
